time,open,high,low,close,Volume,EMA,ATR,ema,atr,upper_band,lower_band,capital_investment
2011/11/11 5:30,2705.9558,2711.7221,2685.3079,2694.8249,14335563,2807.448086,34.40607928,2807.44862,70.8689,4224.82662,1390.07062,1
2011/11/14 1:30,2720.2222,2751.8802,2714.9536,2746.0652,30188751,2806.837311,34.63144466,2806.83784,70.8689,4224.21584,1389.45984,1
2011/11/14 5:30,2746.3703,2749.9203,2738.3615,2749.5493,15781066,2806.267281,34.40186611,2806.267804,70.8689,4223.645804,1388.889804,1
2011/11/15 1:30,2746.4858,2754.0005,2732.9128,2736.8018,26370038,2805.576082,34.26938684,2805.5766,68.3099,4171.7746,1439.3786,1
2011/11/15 5:30,2737.277,2744.5739,2735.7709,2743.6643,15104503,2804.960044,34.01598996,2804.960558,56.4137,3933.234558,1676.686558,1
2011/11/16 1:30,2745.7637,2745.8324,2683.6981,2689.639,34271863,2803.812571,34.29577414,2803.813079,61.5996,4035.805079,1571.821079,1
2011/11/16 5:30,2689.4127,2690.339,2659.2631,2670.6329,21302004,2802.4874,34.26373559,2802.487903,80.6057,4414.601903,1190.373903,1
2011/11/17 1:30,2674.4086,2680.2092,2660.8447,2673.198,21682126,2801.200939,34.11548449,2801.201437,80.6057,4413.315437,1189.087437,1
2011/11/17 5:30,2673.7791,2687.7597,2661.1364,2661.7984,13240446,2799.813849,34.04093539,2799.814342,89.4402,4588.618342,1011.010342,1
2011/11/18 1:30,2642.6543,2646.1617,2604.471,2604.471,26591223,2797.870139,34.27264151,2797.870627,146.7676,5733.222627,-137.481373,1
2011/11/18 5:30,2604.5482,2614.4593,2601.1786,2606.1303,15497394,2795.96228,34.06376647,2795.962763,145.0783,5697.528763,-105.6032369,1
2011/11/21 1:30,2610.7225,2613.1341,2596.3105,2600.3041,16378362,2794.015432,33.89222252,2794.015911,149.2452,5778.919911,-190.8880893,1
2011/11/21 5:30,2600.2623,2609.4799,2587.7433,2609.3768,11336283,2792.178232,33.77127105,2792.178706,149.2452,5777.082706,-192.7252944,1
2011/11/22 1:30,2591.1466,2610.9921,2581.0706,2603.8631,18436874,2790.304449,33.73296487,2790.304918,149.2452,5775.208918,-194.5990815,1
2011/11/22 5:30,2603.5575,2609.979,2596.3937,2609.979,10336625,2788.510166,33.5324906,2788.510631,149.2452,5773.414631,-196.3933693,1
2011/11/23 1:30,2615.1412,2617.0878,2578.3831,2591.0141,17470897,2786.545031,33.58395537,2786.545491,158.5352,5957.249491,-384.1585089,1
2011/11/23 5:30,2590.8966,2595.3861,2580.2724,2584.2877,10879551,2784.532521,33.40017173,2784.532976,159.3766,5972.064976,-402.9990242,1
2011/11/24 1:30,2562.9018,2604.0362,2557.8241,2600.964,20284652,2782.705968,33.5276536,2782.706419,159.3766,5970.238419,-404.8255812,1
2011/11/24 5:30,2600.9924,2600.9924,2577.5485,2589.3197,9715538,2780.781727,33.42731775,2780.782173,105.3513,4887.808173,673.7561729,1
2011/11/25 1:30,2582.3647,2598.3924,2575.9631,2578.2598,13548039,2778.766583,33.31788474,2778.767025,94.9382,4677.531025,880.0030249,1.1
2011/11/25 5:30,2578.7668,2583.0899,2563.8091,2570.4424,10248322,2776.693706,33.17821225,2776.694143,102.7556,4831.806143,721.582143,1.1
2011/11/28 1:30,2578.6932,2589.2165,2565.5762,2572.2348,15971707,2774.659289,33.08330765,2774.659722,91.356,4601.779722,947.5397217,1.1
2011/11/28 5:30,2571.9289,2577.0459,2562.6491,2574.3401,9520275,2772.666063,32.89737225,2772.666492,39.5366,3563.398492,1981.934492,1.2
2011/11/29 1:30,2595.6689,2597.76,2580.3059,2588.5307,15386915,2770.83387,32.80306905,2770.834295,39.5366,3561.566295,1980.102295,1.2
2011/11/29 5:30,2588.2527,2609.1487,2587.7963,2609.1487,14304562,2769.225063,32.68913204,2769.225483,39.5366,3559.957483,1978.493483,1.2
2011/11/30 1:30,2599.9894,2601.8444,2532.6147,2539.1232,23414887,2766.935492,33.12539938,2766.935908,70.8558,4184.051908,1349.819908,1.1
2011/11/30 5:30,2539.0468,2539.0468,2507.351,2522.4534,18695223,2764.502834,33.11193471,2764.503246,87.5256,4515.015246,1013.991246,1.1
2011/12/1 1:30,2598.3982,2630.5374,2577.9219,2614.6021,47557694,2763.011285,33.85792541,2763.011692,92.1487,4605.985692,920.0376924,1
2011/12/1 5:30,2614.3762,2614.5701,2582.4981,2584.1596,14679171,2761.231666,33.84047342,2761.23207,92.1487,4604.20607,918.2580696,1
2011/12/2 1:30,2568.9702,2575.6889,2543.5571,2548.3026,20928902,2759.112969,33.90775726,2759.113368,92.1487,4602.087368,916.1393684,1.1
2011/12/2 5:30,2548.015,2567.1009,2547.8944,2557.6352,11011235,2757.108215,33.7614761,2757.108611,92.1487,4600.082611,914.1346105,1.1
2011/12/5 1:30,2561.0926,2561.0926,2525.7143,2539.4401,19019696,2754.942363,33.7775639,2754.942755,92.1487,4597.916755,911.9687547,1.1
2011/12/5 5:30,2539.5953,2539.7514,2517.3147,2521.5652,12848585,2752.620202,33.66471948,2752.62059,93.0369,4613.35859,891.88259,1.1
2011/12/6 1:30,2514.3112,2524.4694,2502.1911,2503.1544,15827047,2750.137955,33.55142177,2750.138339,111.4477,4979.092339,521.1843393,1.1
